"word_id","word","sen"
"2443","belly_dancer","sensitive"
"2444","benefactress","sensitive"
"2445","big_sister","sensitive"
"2446","black_woman","sensitive"
"2447","bluestocking","sensitive"
"2448","bobbysoxer","sensitive"
"2449","bondwoman","sensitive"
"2450","bondwoman","sensitive"
"2451","bride","sensitive"
"2452","bride","sensitive"
"2453","bridesmaid","sensitive"
"2454","broad","sensitive"
"2455","brownie","sensitive"
"2456","businesswoman","sensitive"
"2457","butch","sensitive"
"2458","call_girl","sensitive"
"2459","campfire_girl","sensitive"
"2460","canary","sensitive"
"2461","career_girl","sensitive"
"2462","cat","sensitive"
"2463","chachka","sensitive"
"2464","chambermaid","sensitive"
"2465","charwoman","sensitive"
"2466","chairwoman","sensitive"
"2467","chatelaine","sensitive"
"2468","check_girl","sensitive"
"2469","chorus_girl","sensitive"
"2470","cinderella","sensitive"
"2471","circe","sensitive"
"2472","co-ed","sensitive"
"2473","coiffeuse","sensitive"
"2474","colleen","sensitive"
"2475","coloratura","sensitive"
"2476","comedienne","sensitive"
"2477","comedienne","sensitive"
"2478","comfort_woman","sensitive"
"2479","committeewoman","sensitive"
"2480","concubine","sensitive"
"2481","conductress","sensitive"
"2482","confidante","sensitive"
"2483","contralto","sensitive"
"2484","coquette","sensitive"
"2485","cornishwoman","sensitive"
"2486","councilwoman","sensitive"
"2487","countess","sensitive"
"2488","countrywoman","sensitive"
"2489","countrywoman","sensitive"
"2490","cover_girl","sensitive"
"2491","cow","sensitive"
"2492","cowgirl","sensitive"
"2493","crown_princess","sensitive"
"2494","crown_princess","sensitive"
"2495","curandera","sensitive"
"2496","czarina","sensitive"
"2497","dairymaid","sensitive"
"2498","dame","sensitive"
"2499","dame","sensitive"
"2500","damsel","sensitive"
"2501","daughter","sensitive"
"2502","daughter-in-law","sensitive"
"2503","daygirl","sensitive"
"2504","deaconess","sensitive"
"2505","debutante","sensitive"
"2506","demimondaine","sensitive"
"2507","den_mother","sensitive"
"2508","den_mother","sensitive"
"2509","divorcee","sensitive"
"2510","donna","sensitive"
"2511","doyenne","sensitive"
"2512","dragon","sensitive"
"2513","drum_majorette","sensitive"
"2514","drum_majorette","sensitive"
"2515","duchess","sensitive"
"2516","duenna","sensitive"
"2517","embroideress","sensitive"
"2518","empress","sensitive"
"2519","enchantress","sensitive"
"2520","enchantress","sensitive"
"2521","englishwoman","sensitive"
"2522","enlisted_woman","sensitive"
"2523","ex-wife","sensitive"
"2524","executrix","sensitive"
"2525","eyeful","sensitive"
"2526","fairy_godmother","sensitive"
"2527","farm_girl","sensitive"
"2528","farmerette","sensitive"
"2529","female","sensitive"
"2530","female","sensitive"
"2531","female_aristocrat","sensitive"
"2532","female_child","sensitive"
"2533","female_offspring","sensitive"
"2534","female_sibling","sensitive"
"2535","fiancee","sensitive"
"2536","first_lady","sensitive"
"2537","first_lady","sensitive"
"2538","flapper","sensitive"
"2539","flibbertigibbet","sensitive"
"2540","flower_girl","sensitive"
"2541","flower_girl","sensitive"
"2542","foremother","sensitive"
"2543","forewoman","sensitive"
"2544","forewoman","sensitive"
"2545","foster-daughter","sensitive"
"2546","foster-mother","sensitive"
"2547","foster-nurse","sensitive"
"2548","foster-sister","sensitive"
"2549","foundress","sensitive"
"2550","frontierswoman","sensitive"
"2551","frump","sensitive"
"2552","gal","sensitive"
"2553","gamine","sensitive"
"2554","gamine","sensitive"
"2555","geisha","sensitive"
"2556","gibson_girl","sensitive"
"2557","girl","sensitive"
"2558","girl","sensitive"
"2559","girl_friday","sensitive"
"2560","girl_scout","sensitive"
"2561","girl_wonder","sensitive"
"2562","girlfriend","sensitive"
"2563","girlfriend","sensitive"
"2564","gitana","sensitive"
"2565","goddaughter","sensitive"
"2566","godmother","sensitive"
"2567","gold_digger","sensitive"
"2568","golf_widow","sensitive"
"2569","governess","sensitive"
"2570","grand_duchess","sensitive"
"2571","granddaughter","sensitive"
"2572","grande_dame","sensitive"
"2573","granny","sensitive"
"2574","gravida","sensitive"
"2575","great_granddaughter","sensitive"
"2576","great_grandmother","sensitive"
"2577","great-aunt","sensitive"
"2578","great-niece","sensitive"
"2579","groupie","sensitive"
"2580","hag","sensitive"
"2581","half_sister","sensitive"
"2582","handmaid","sensitive"
"2583","harridan","sensitive"
"2584","headmistress","sensitive"
"2585","heiress","sensitive"
"2586","her","sensitive"
"2587","her","sensitive"
"2588","heroine","sensitive"
"2589","hers","sensitive"
"2590","herself","sensitive"
"2591","homegirl","sensitive"
"2592","honest_woman","sensitive"
"2593","horsewoman","sensitive"
"2594","hostess","sensitive"
"2595","hostess","sensitive"
"2596","housemother","sensitive"
"2597","housewife","sensitive"
"2598","huntress","sensitive"
"2599","idolatress","sensitive"
"2600","inamorata","sensitive"
"2601","ingenue","sensitive"
"2602","ingenue","sensitive"
"2603","instructress","sensitive"
"2604","irishwoman","sensitive"
"2605","jane_doe","sensitive"
"2606","jewess","sensitive"
"2607","jezebel","sensitive"
"2608","jilt","sensitive"
"2609","kinswoman","sensitive"
"2610","ladies","sensitive"
"2611","lady","sensitive"
"2612","lady","sensitive"
"2613","lady's_maid","sensitive"
"2614","ladylove","sensitive"
"2615","landlady","sensitive"
"2616","lass","sensitive"
"2617","leading_lady","sensitive"
"2618","light-o'-love","sensitive"
"2619","little_sister","sensitive"
"2620","lollipop_lady","sensitive"
"2621","ma","sensitive"
"2622","ma'am","sensitive"
"2623","madam","sensitive"
"2624","madam","sensitive"
"2625","madame","sensitive"
"2626","madwoman","sensitive"
"2627","maenad","sensitive"
"2628","maenad","sensitive"
"2629","maharani","sensitive"
"2630","maid","sensitive"
"2631","maid","sensitive"
"2632","maiden_aunt","sensitive"
"2633","mamma","sensitive"
"2634","mammy","sensitive"
"2635","manageress","sensitive"
"2636","mannequin","sensitive"
"2637","marchioness","sensitive"
"2638","marchioness","sensitive"
"2639","matriarch","sensitive"
"2640","matriarch","sensitive"
"2641","matron","sensitive"
"2642","matron","sensitive"
"2643","matron","sensitive"
"2644","matron_of_honor","sensitive"
"2645","may_queen","sensitive"
"2646","mayoress","sensitive"
"2647","mayoress","sensitive"
"2648","mediatrix","sensitive"
"2649","memsahib","sensitive"
"2650","mestiza","sensitive"
"2651","meter_maid","sensitive"
"2652","midwife","sensitive"
"2653","milady","sensitive"
"2654","mill-girl","sensitive"
"2655","millionairess","sensitive"
"2656","miss","sensitive"
"2657","missus","sensitive"
"2658","mistress","sensitive"
"2659","mistress","sensitive"
"2660","mother","sensitive"
"2661","mother","sensitive"
"2662","mother","sensitive"
"2663","mother_figure","sensitive"
"2664","mother_hen","sensitive"
"2665","mother-in-law","sensitive"
"2666","mother's_daughter","sensitive"
"2667","mrs.","sensitive"
"2668","ms.","sensitive"
"2669","murderess","sensitive"
"2670","muslimah","sensitive"
"2671","nan","sensitive"
"2672","nanny","sensitive"
"2673","nautch_girl","sensitive"
"2674","negotiatress","sensitive"
"2675","negress","sensitive"
"2676","newswoman","sensitive"
"2677","niece","sensitive"
"2678","niqaabi","sensitive"
"2679","nullipara","sensitive"
"2680","nun","sensitive"
"2681","nymph","sensitive"
"2682","nymphet","sensitive"
"2683","nymphomaniac","sensitive"
"2684","oarswoman","sensitive"
"2685","odalisque","sensitive"
"2686","old_lady","sensitive"
"2687","old_woman","sensitive"
"2688","outdoorswoman","sensitive"
"2689","parisienne","sensitive"
"2690","parlormaid","sensitive"
"2691","party_girl","sensitive"
"2692","patroness","sensitive"
"2693","peri","sensitive"
"2694","poetess","sensitive"
"2695","point_woman","sensitive"
"2696","police_matron","sensitive"
"2697","polyandrist","sensitive"
"2698","poseuse","sensitive"
"2699","poster_girl","sensitive"
"2700","postmistress","sensitive"
"2701","priestess","sensitive"
"2702","prima_ballerina","sensitive"
"2703","prima_donna","sensitive"
"2704","primigravida","sensitive"
"2705","primipara","sensitive"
"2706","prince_consort","sensitive"
"2707","princess","sensitive"
"2708","princess_royal","sensitive"
"2709","procuress","sensitive"
"2710","prophetess","sensitive"
"2711","proprietress","sensitive"
"2712","protegee","sensitive"
"2713","puerpera","sensitive"
"2714","quadripara","sensitive"
"2715","queen","sensitive"
"2716","queen","sensitive"
"2717","queen","sensitive"
"2718","queen_consort","sensitive"
"2719","queen_dowager","sensitive"
"2720","queen_mother","sensitive"
"2721","queen_of_england","sensitive"
"2722","queen_regent","sensitive"
"2723","quintipara","sensitive"
"2724","rani","sensitive"
"2725","rhea_silvia","sensitive"
"2726","ring_girl","sensitive"
"2727","rosebud","sensitive"
"2728","salesgirl","sensitive"
"2729","schoolgirl","sensitive"
"2730","schoolmarm","sensitive"
"2731","scold","sensitive"
"2732","scotswoman","sensitive"
"2733","sculptress","sensitive"
"2734","secundigravida","sensitive"
"2735","seductress","sensitive"
"2736","selectwoman","sensitive"
"2737","servant_girl","sensitive"
"2738","sex_kitten","sensitive"
"2739","she","sensitive"
"2740","she-devil","sensitive"
"2741","sheika","sensitive"
"2742","shepherdess","sensitive"
"2743","shiksa","sensitive"
"2744","shop_girl","sensitive"
"2745","shrew","sensitive"
"2746","sibyl","sensitive"
"2747","sibyl","sensitive"
"2748","signora","sensitive"
"2749","signorina","sensitive"
"2750","sister","sensitive"
"2751","sister","sensitive"
"2752","sister","sensitive"
"2753","sister-in-law","sensitive"
"2754","skivvy","sensitive"
"2755","slattern","sensitive"
"2756","smasher","sensitive"
"2757","songstress","sensitive"
"2758","soprano","sensitive"
"2759","sorceress","sensitive"
"2760","soubrette","sensitive"
"2761","spinster","sensitive"
"2762","spitfire","sensitive"
"2763","spokeswoman","sensitive"
"2764","squaw","sensitive"
"2765","squire","sensitive"
"2766","starlet","sensitive"
"2767","stateswoman","sensitive"
"2768","stepdaughter","sensitive"
"2769","stepmother","sensitive"
"2770","stewardess","sensitive"
"2771","suffragette","sensitive"
"2772","supermom","sensitive"
"2773","surrogate_mother","sensitive"
"2774","sweater_girl","sensitive"
"2775","sylph","sensitive"
"2776","taskmistress","sensitive"
"2777","taxi_dancer","sensitive"
"2778","tertigravida","sensitive"
"2779","test-tube_baby","sensitive"
"2780","testatrix","sensitive"
"2781","thrush","sensitive"
"2782","toast_mistress","sensitive"
"2783","tomboy","sensitive"
"2784","torch_singer","sensitive"
"2785","traitress","sensitive"
"2786","trophy_wife","sensitive"
"2787","undoer","sensitive"
"2788","unmarried_woman","sensitive"
"2789","unpleasant_woman","sensitive"
"2790","usherette","sensitive"
"2791","uxor","sensitive"
"2792","valley_girl","sensitive"
"2793","vestal","sensitive"
"2794","vestal_virgin","sensitive"
"2795","vestrywoman","sensitive"
"2796","villainess","sensitive"
"2797","virago","sensitive"
"2798","viscountess","sensitive"
"2799","viscountess","sensitive"
"2800","wac","sensitive"
"2801","waitress","sensitive"
"2802","wanton","sensitive"
"2803","war_bride","sensitive"
"2804","war_widow","sensitive"
"2805","wardress","sensitive"
"2806","washwoman","sensitive"
"2807","wet_nurse","sensitive"
"2808","white_slave","sensitive"
"2809","white_woman","sensitive"
"2810","widow","sensitive"
"2811","wife","sensitive"
"2812","woman","sensitive"
"2813","woman","sensitive"
"2814","women","sensitive"
"2815","wonder_woman","sensitive"
"2817","yellow_woman","sensitive"
"2818","yenta","sensitive"
"2819","abandoned_person","not_sensitive"
"2820","abator","not_sensitive"
"2821","abbe","not_sensitive"
"2822","abdicator","not_sensitive"
"2823","abecedarian","not_sensitive"
"2824","aberrant","not_sensitive"
"2825","abettor","not_sensitive"
"2826","abhorrer","not_sensitive"
"2827","abiogenist","not_sensitive"
"2828","abjurer","not_sensitive"
"2829","abkhaz","not_sensitive"
"2830","abnaki","not_sensitive"
"2831","abnegator","not_sensitive"
"2832","abolitionist","not_sensitive"
"2833","abomination","not_sensitive"
"2834","abominator","not_sensitive"
"2835","aborigine","not_sensitive"
"2836","abortionist","not_sensitive"
"2837","abridger","not_sensitive"
"2838","abrogator","not_sensitive"
"2839","absconder","not_sensitive"
"2840","abseiler","not_sensitive"
"2841","absentee","not_sensitive"
"2842","absolutist","not_sensitive"
"2843","absolver","not_sensitive"
"2844","abstainer","not_sensitive"
"2845","abstainer","not_sensitive"
"2846","abstractionist","not_sensitive"
"2847","abstractor","not_sensitive"
"2848","abuser","not_sensitive"
"2849","abutter","not_sensitive"
"2850","academic_administrator","not_sensitive"
"2851","academician","not_sensitive"
"2852","academician","not_sensitive"
